iter	Logloss
292	0.3702420298
293	0.3701271461
294	0.3700461424
295	0.3698461483
296	0.3696395322
297	0.3695628148
298	0.3694901527
299	0.3693472154
300	0.369257485
301	0.3691622363
302	0.3689985347
303	0.3687539321
304	0.3686140749
305	0.3683979108
306	0.3682368016
307	0.3680687368
308	0.3679992573
309	0.3678008032
310	0.3675620269
311	0.3673282556
312	0.3671511561
313	0.3669305261
314	0.3668495223
315	0.3666714988
316	0.366498044
317	0.3663869333
318	0.3662423534
319	0.3660961052
320	0.3659482399
321	0.365797192
322	0.3654936846
323	0.3654232298
324	0.3652783162
325	0.3651597365
326	0.364994495
327	0.3648661621
328	0.3647131378
329	0.3645639893
330	0.3644632479
331	0.3643305516
332	0.3642566832
333	0.3640819707
334	0.36395777
335	0.3637646546
336	0.3636284677
337	0.3634774968
338	0.3632914653
339	0.3631455764
340	0.363049686
341	0.3628975601
342	0.3628073934
343	0.362710733
344	0.3625182592
345	0.3623252978
346	0.3622602073
347	0.3620524362
348	0.3618553425
349	0.3617321172
350	0.3616266275
351	0.3614574333
352	0.3613285613
353	0.3611533612
354	0.3610512595
355	0.3609637107
356	0.360857913
357	0.3606857159
358	0.3604870821
359	0.3603521785
360	0.3602512061
361	0.3601455111
362	0.3600512634
363	0.359950368
364	0.3598166707
365	0.3596396996
366	0.3595062846
367	0.3594422978
368	0.3593427628
369	0.3592473344
370	0.3591518546
371	0.3590499839
372	0.3588843318
373	0.3588139283
374	0.3586547441
375	0.3585044919
376	0.3583573196
377	0.3582510343
378	0.3581734185
379	0.3580588685
380	0.3579215522
381	0.3578238908
382	0.3576590086
383	0.3574504163
384	0.3572583275
385	0.3571532228
386	0.3569995826
387	0.3568566966
388	0.356732727
389	0.3566585762
390	0.3565655862
391	0.3564641261
392	0.3563578664
393	0.3561782773
394	0.3559711992
395	0.3558570599
396	0.3556712081
397	0.3555135125
398	0.3553764529
399	0.355234953
400	0.3550829811
401	0.3550690185
402	0.355002542
403	0.3548211049
404	0.3547207485
405	0.3545746799
406	0.35443703
407	0.3542839801
408	0.3541571871
409	0.3539305768
410	0.3537681843
411	0.3537120771
412	0.3535653155
413	0.3534862881
414	0.3534011007
415	0.353165661
416	0.3530004965
417	0.3528205737
418	0.352719242
419	0.3525319015
420	0.3523769523
421	0.3522801379
422	0.3520927205
423	0.3518657765
424	0.3517293072
425	0.3515161975
426	0.3513791892
427	0.3512211343
428	0.3511043513
429	0.3509522511
430	0.3508318748
431	0.3507290544
432	0.3506854725
433	0.3505852445
434	0.3504269843
435	0.3502938773
436	0.3501353861
437	0.349949098
438	0.3498840845
439	0.3497379133
440	0.3495974144
441	0.3494671051
442	0.3493195478
443	0.349248708
444	0.3490477386
445	0.3489396823
446	0.3488377602
447	0.348693514
448	0.3484972929
449	0.3483868752
450	0.3483742473
451	0.3482480703
452	0.3480769254
453	0.3479448965
454	0.3478145359
455	0.3477209555
456	0.3476273238
457	0.3474141884
458	0.3473235083
459	0.347189272
460	0.3471138636
461	0.3468931309
462	0.3467753212
463	0.3466566389
464	0.346508132
465	0.3462974606
466	0.3461453091
467	0.3460946945
468	0.3459064557
469	0.3457604642
470	0.3455690941
471	0.3454788503
472	0.3453482587
473	0.3451935148
474	0.3450076117
475	0.3448645461
476	0.3445611413
477	0.344429369
478	0.3442854564
479	0.3441106156
480	0.3439675757
481	0.3437804919
482	0.3436758235
483	0.3435529319
484	0.3434309129
485	0.3432888483
486	0.3432079729
487	0.3431244538
488	0.3429718916
489	0.3428594206
490	0.342732756
491	0.3425470068
492	0.3423277115
493	0.3422383404
494	0.3421245347
495	0.3419502329
496	0.3418580642
497	0.3417729537
498	0.3416771147
499	0.3415486277
500	0.3413928315
501	0.3412808738
502	0.3411074703
503	0.3409211565
504	0.3408242652
505	0.340756531
506	0.3406640543
507	0.3405265327
508	0.3402852154
509	0.3401059599
510	0.339958685
511	0.3398444687
512	0.3397156737
513	0.3395789734
514	0.3395028977
515	0.3394326225
516	0.3392561904
517	0.3390624846
518	0.338929352
519	0.3388343343
520	0.3387661125
521	0.3385818777
522	0.3383950762
523	0.3382364053
524	0.3381333796
525	0.3380165453
526	0.3378329778
527	0.3377118315
528	0.3375407893
529	0.3374112757
530	0.3372116153
531	0.3370832567
532	0.3369427578
533	0.3367671469
534	0.3366539059
535	0.3365727995
536	0.3365249826
537	0.336394314
538	0.3362937523
539	0.3362020969
540	0.3360728913
541	0.3359523353
542	0.335814095
543	0.3355855084
544	0.3354862813
545	0.3353516344
546	0.3351742782
547	0.3350762832
548	0.3348841431
549	0.3347027829
550	0.3345296618
551	0.3344403677
552	0.3342764095
553	0.3341045973
554	0.3339259578
555	0.3338608674
556	0.333744957
557	0.333632717
558	0.3334883424
559	0.3333727914
560	0.3332345512
561	0.3331054995
562	0.3329928745
563	0.3329237287
564	0.3327677272
565	0.3326669602
566	0.3325302342
567	0.3324727154
568	0.3323363488
569	0.3322015478
570	0.3320281187
571	0.331931715
572	0.3317032053
573	0.331582521
574	0.3314128391
575	0.3312767549
576	0.3311230633
577	0.33098105
578	0.3308276922
579	0.3307396044
580	0.3305858102
581	0.3304065547
582	0.3302742434
583	0.330204687
584	0.3301048183
585	0.3300149339
586	0.3299328778
587	0.3297685859
588	0.3296269063
589	0.3295280386
590	0.3294744468
591	0.3293212685
592	0.3291348777
593	0.3290657576
594	0.3289328817
595	0.3288660202
596	0.3286819394
597	0.3285504494
598	0.3284189081
599	0.328349634
600	0.3282794616
601	0.3282191964
602	0.3280628868
603	0.328017303
604	0.3279309092
605	0.3277606371
606	0.3275693696
607	0.3274524326
608	0.3274375717
609	0.3272918624
610	0.3271807517
611	0.3270496468
612	0.3268708533
613	0.3267429567
614	0.3265643172
615	0.3265184767
616	0.3264380376
617	0.3262382231
618	0.3261191045
619	0.3259884359
620	0.3258540713
621	0.3257094143
622	0.3256302586
623	0.3255113196
624	0.3254690724
625	0.3253818573
626	0.3251875355
627	0.3250374116
628	0.3249476556
629	0.3248557692
630	0.3247232782
631	0.3246905276
632	0.3246474078
633	0.3244767506
634	0.3244243907
635	0.3243037321
636	0.3241852808
637	0.3240741188
638	0.3239639577
639	0.3238353938
640	0.3236761069
641	0.323524212
642	0.3233863054
643	0.3232100016
644	0.3230756113
645	0.3229418884
646	0.3227450256
647	0.3225541688
648	0.3224434945
649	0.3222845669
650	0.3222141635
651	0.3220873962
652	0.3220051091
653	0.3218438459
654	0.3216297352
655	0.3215375151
656	0.3214625173
657	0.3213622636
658	0.3211827001
659	0.3210481045
660	0.3210194606
661	0.3210008267
662	0.320885789
663	0.3207830456
664	0.3206356937
665	0.3205305377
666	0.3203763585
667	0.3202996924
668	0.3202796468
669	0.3202749498
670	0.3201266739
671	0.3200307578
672	0.3198894889
673	0.3197929568
674	0.3196612616
675	0.3194900141
676	0.3193044703
677	0.3191901769
678	0.319051141
679	0.3188495812
680	0.3186408862
681	0.3184753623
682	0.3183389444
683	0.3181982145
684	0.3180509652
685	0.3178530501
686	0.3177174535
687	0.3175978985
688	0.3175473867
689	0.3173863545
690	0.3172478832
691	0.3171044583
692	0.3169060042
693	0.3167697403
694	0.316645206
695	0.3165337616
696	0.3164243963
697	0.3163122333
698	0.3162206292
699	0.31605644
700	0.3158741815
701	0.3158229767
702	0.3156217249
703	0.3154432395
704	0.3153663167
705	0.3152307201
706	0.3151149124
707	0.3150622959
708	0.3150595239
709	0.314918871
710	0.3147740601
711	0.3146866397
712	0.3145697027
713	0.3144273044
714	0.3142589316
715	0.314226412
716	0.3141062153
717	0.3140563708
718	0.3139101226
719	0.3138209568
720	0.3137032498
721	0.3135172697
722	0.3134975578
723	0.3133852151
724	0.3132503372
725	0.3130547577
726	0.3129268868
727	0.3129194178
728	0.3128127218
729	0.3127416253
730	0.3126718122
731	0.3125354969
732	0.3124169942
733	0.31226705
734	0.3120098194
735	0.3119419826
736	0.3118529195
737	0.3117187089
738	0.3115724864
739	0.3114234148
740	0.3112703649
741	0.3111122074
742	0.3110468602
743	0.3109865181
744	0.3108141412
745	0.3107105252
746	0.3105176664
747	0.3104053751
748	0.3103457003
749	0.3102204729
750	0.3100948863
751	0.3099893966
752	0.3098283644
753	0.3097104264
754	0.3095589679
755	0.3094155429
756	0.3092250968
757	0.3090874469
758	0.3088978478
759	0.3087420516
760	0.3086049406
761	0.3083747113
762	0.3082189151
763	0.3081862672
764	0.3081354217
765	0.3080840885
766	0.3079646105
767	0.3078102003
768	0.3077240632
769	0.3075850786
770	0.3075665216
771	0.3074811546
772	0.3073590842
773	0.3072323426
774	0.3070860944
775	0.3069947726
776	0.3069256012
777	0.3067854102
778	0.3066646489
779	0.306525767
780	0.3064602915
781	0.3064008734
782	0.3062755947
783	0.3061480318
784	0.3060434147
785	0.305936077
786	0.3057934735
787	0.3056140126
788	0.3054685344
789	0.3053340671
790	0.3051924902
791	0.3050389526
792	0.3049518146
793	0.3047691711
794	0.3045369141
795	0.3043855582
796	0.30423931
797	0.3041287383
798	0.3040610812
799	0.3038124745
800	0.3037153008
801	0.3035527543
802	0.3034222653
803	0.3033491925
804	0.3033049947
805	0.30319912
806	0.303094118
807	0.3029469457
808	0.3028275447
809	0.3027135081
810	0.3025729835
811	0.3024778117
812	0.3022853123
813	0.302161086
814	0.3019834732
815	0.3019476426
816	0.3018995948
817	0.3016092286
818	0.3014903923
819	0.3013767663
820	0.3012158111
821	0.300996952
822	0.3008811444
823	0.3007851257
824	0.3006855649
825	0.300566318
826	0.3005592596
827	0.300443452
828	0.3003041081
829	0.3002473849
830	0.3001092216
831	0.3000021149
832	0.299983789
833	0.2998614363
834	0.2998341784
835	0.2996642912
836	0.2994239493
837	0.2992259828
838	0.299060921
839	0.2989015058
840	0.2987837731
841	0.2986366522
842	0.2984925086
843	0.298377009
844	0.2982157458
845	0.298029432
846	0.2978159886
847	0.2976440738
848	0.2975416127
849	0.2974294497
850	0.2972895668
851	0.2970619811
852	0.2969061592
853	0.2967843969
854	0.2967035728
855	0.2965604302
856	0.2965565289
857	0.296420034
858	0.2962810751
859	0.2961533068
860	0.2961097762
861	0.2959435337
862	0.2957819625
863	0.2956131533
864	0.2955137466
865	0.2954391852
866	0.2953018432
867	0.2951890129
868	0.2950819575
869	0.2949977968
870	0.2948700798
871	0.2945848726
872	0.2944624173
873	0.2942752052
874	0.2941629652
875	0.2939064789
876	0.2938374615
877	0.2937031482
878	0.2935941422
879	0.2935009468
880	0.2933892714
881	0.2932934324
882	0.293215098
883	0.2931250852
884	0.2930127939
885	0.2928439077
886	0.2925868824
887	0.2925441219
888	0.2924194593
889	0.2923264692
890	0.2922212362
891	0.2922034492
892	0.2921190061
893	0.2920001955
894	0.2918551536
895	0.2917580568
896	0.2916300832
897	0.2914859396
898	0.2913212114
899	0.2912126931
900	0.2911084611
901	0.2909607498
902	0.2908415542
903	0.2906388138
904	0.2905267791
905	0.2903758082
906	0.290213698
907	0.2901244296
908	0.2900255105
909	0.2899671704
910	0.2898375028
911	0.2897874786
912	0.2897243901
913	0.2895776285
914	0.2893706531
915	0.289282822
916	0.2892120079
917	0.2891746887
918	0.2890925299
919	0.2889115034
920	0.2887990838
921	0.2887016277
922	0.2885830481
923	0.2885487575
924	0.288488441
925	0.2883814113
926	0.288253874
927	0.2880878368
928	0.2879966691
929	0.2878570942
930	0.2877034539
931	0.2875239931
932	0.2874350584
933	0.2872775938
934	0.2872341146
935	0.287125545
936	0.2871237996
937	0.2870338382
938	0.2869017323
939	0.286770114
940	0.2866233781
941	0.286551024
942	0.2864204837
943	0.2862785987
944	0.2862385332
945	0.2861579658
946	0.2860027342
947	0.2859294048
948	0.285840624
949	0.2858087974
950	0.2857478393
951	0.2857070551
952	0.2856966088
953	0.2854493111
954	0.2853799087
955	0.2852916669
956	0.2851531443
957	0.2850539173
958	0.284927689
959	0.2848372656
960	0.2846616034
961	0.2845528028
962	0.2844064775
963	0.2843355094
964	0.2843294521
965	0.284226606
966	0.2841544829
967	0.2840158576
968	0.2839031043
969	0.2839006146
970	0.2837856026
971	0.2836407404
972	0.2835298607
973	0.2833900291
974	0.2832991694
975	0.2832467069
976	0.2831432705
977	0.2831322852
978	0.2830415538
979	0.282988193
980	0.2829820073
981	0.2828636587
982	0.2827975928
983	0.2827948209
984	0.2826231113
985	0.282497037
986	0.2823781494
987	0.2823682421
988	0.2822463258
989	0.2821544907
990	0.2821362674
991	0.2821256928
992	0.2820289554
993	0.2818810902
994	0.2818003944
995	0.2816069453
996	0.2815047666
997	0.281376562
998	0.2813050292
999	0.2812143234
