Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Married,Homeowner,Monthly payment to income ratio,Loan to car price ratio,Job tenure * Age,Job tenure * Monthly payment,Age * Monthly payment
-0.5395947119381519,-0.17029700891904442,0.05902278868107072,-0.00039784145094724153,0.0022125689479326155,-0.02283953092914227,0.11868140680618047,0.0001798893797745363,-0.030960936802326717,-0.017684316505651897,-0.026560052086725752,-0.025471993615642174,0.42157897740518385,0.09219218212735682,-0.14061451180892437
0.05614460316502739,0.30793571389563573,-0.004353979712668073,0.0007540554690573329,0.007418125669775197,0.053604255909719595,0.09601101049887277,7.570217901602203e-05,0.04899041978694064,0.04762701776683842,0.0664851529892118,0.002048521902459733,-0.11080108986797292,0.042286175137918394,-0.1947380531632546
-0.4026373426241368,0.11133506830998591,-0.02868388665132865,-0.059984372854298806,0.004476836919862128,0.032415871070067236,0.021407350743863525,2.1495336989018135e-06,0.021515126182373705,0.020485163300041017,0.047509107958572216,-0.0330021988893163,0.11944852353787574,0.07336983653545733,-0.15536826075542015
-0.4823465538193825,0.11966164937427853,-0.05764118834882208,-0.029367299303009485,0.003595466725750692,-0.00023051063202423412,-0.03499848186292763,-0.0008843911342337819,-0.004546117071897935,-0.04087259527514115,0.08572619800443225,0.013293827888242758,0.08685393947695072,0.1039036450077783,-0.042700030115410514
0.37467009789255945,-0.269599900727349,0.046647958057529706,-0.07201647094475072,0.008741045345908936,-0.0027132627126598982,-0.0802492574252204,-0.0021418139853621285,-0.017797963181216167,0.025579014432351197,-0.07552353948830366,-0.028226357757504962,-0.22966720839448096,-0.040633304659953955,0.2188833222081113
-0.373358354736304,-0.09334977222804872,0.024804419815311382,0.0035585829717739628,0.0015796670401226152,-0.003117479579181512,-0.051636767520955036,-0.0007983428901194244,0.016256986556750792,-0.02237426825843799,-0.14402483173674033,-0.009600605613317301,0.25206768786403844,0.0692540382278461,0.050187297285842404
-0.22036352369257062,-0.025485010926651976,0.060936288999771646,-0.004602942608664293,0.0032432391181036768,-0.010765499993158486,0.16765594139718412,-0.0009504114378896,0.00025834102253748537,0.00875736471909123,-0.005253994567355334,-0.014904981660139045,-0.015984406042984074,-0.025112013355364875,-0.1918082273667768
-0.20397595764305623,-0.15483105642721598,0.022659913932272444,-0.022257958630069297,0.005694085933045793,-0.016631229173446754,0.16065985254269752,-0.0009908908951594534,0.006818185763743529,0.023114846279632777,0.042425616248380246,-0.023275359968903345,0.09060129142327536,0.019456687354210415,-0.14429598722242692
0.373647856320172,0.3702581816295444,0.1489136712542664,-0.006771080140707793,0.002780860380547015,-0.046061489946759245,0.10503264390754798,0.2012287837049589,0.06808232727698485,0.03252179519206031,-0.02291211126444163,-0.009948795344797742,-0.2631013382084873,-0.0831733957141865,-0.151136276387252
0.3816844558059374,0.4232042940903628,0.04667157687909444,-0.01324176873947923,0.012228632080831728,0.025908556446578294,0.020857129185986898,-0.0018177907193576309,-0.00927892701111772,0.0008404741764171829,0.013140635395412822,0.037328137398651706,-0.2800565200933512,-0.06805812702974456,-0.07331115835047175
-0.13464635027828398,0.16207910334656628,-0.06917724430518676,-0.009728718227817238,0.0012515939637045702,-0.020888081100310013,0.09774092023761975,-0.0027930278536575834,-0.002871145818104984,0.02826646372296305,0.006707570939481799,-0.030371828525558375,-0.10499547366682797,0.005384689037012322,-0.20650340961053562
0.1893541682272999,-0.41983862739347133,-0.06358434723278282,-0.007101674945097234,0.007618342225161441,0.001377874854621927,0.1458849937907527,-0.002428104350426847,0.007578009315343865,0.025127268877953947,0.06707698431196603,-0.008827304837229318,-0.08764511884058347,-0.06575990130982347,-0.05836002366891127
0.28661313946959616,-0.04158331053932571,0.014696298938378226,-0.02639116071807231,0.007812682986469126,-0.03397009032649046,-0.3888448210907187,-0.001749267604869606,0.010685489065473537,0.02543323048312679,-0.050997441487716476,-0.08581267883072444,-0.2018060009784868,-0.03311356830351507,0.24023350456182066
-0.06482038933186152,0.11049855329353123,-0.11567388583808436,-0.03967279358333588,0.0037614147000482514,-0.029094630139997295,0.06056606143330931,-0.0012076948662155269,-0.04380694561317952,0.03252037126275506,0.12411846206721953,-0.0028171597319083955,-0.09242241897880732,0.009611639644464154,-0.0909951052201973
